,name,lat,lng,vicinity,open_now,rating,price_level,icon,id,photos,place_id,reference,scope,types,borough
43,Sams Famous Pizzeria,40.7983091,-73.941632,"150 East 116th Street, New York",False,4.4,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,338c4e67d374f071f6e6c03a6442ca3f1a73b8e4,"[{'height': 2688, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115331498877740549635/photos"">Jessy Yokole</a>'], 'photo_reference': 'CmRaAAAAucAKUeQHOqJcQFYWTkqPjq0Lt7qD0kDWaUAFB-XMQ5N3_o19JnO_TwIj1MC9ITzjxTwkZ0i1BI0H6pjNw5cekq3DdwlOQBTIpLoyfHXQl-PAeFIX7aH2eK7-d1LWntibEhBRwj2pA_gEwSG8LprTgQAIGhRVQc9X62_S7VX0Z4pfyRIcdclc5w', 'width': 4032}]",ChIJNx8uAQb2wokRp1Q3xuUYwGw,CmRRAAAAUqAxqvzj28ExZx1Hn4CaRvn8_8ZrIhPUucaRDiRYiTwSCjuzAs2kid8rpRzdtfSTL95LC9Kx-7-cXVk_qrgO2cOyLZm6gxDKIbBXTDah76biHfDBw1DrbMr7hFUCh-rEEhBizMJFKx6h-ZifMZdmtDBBGhQzvzErAulGKLS2PIMwQfOtpykyTw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
44,9th Ave The Best Pizza,40.7636523,-73.98846019999999,"748 9th Avenue, New York",True,4.1,,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,310ef4a4fec1806282879eaf2882eb9b953feae6,"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115558510352151363563/photos"">9th Ave The Best Pizza</a>'], 'photo_reference': 'CmRaAAAAx4zOyPFCK1muF0_MxxL2VABIUWOQUM8ykaubY5yzrC3-vDYwk6gLH_SlaL0WZwn2KS_j6aYwLtfQz3_hYE6bKbi24SXYaTgRTv0KUjG43qQy-KwhwLU9fsHDkiRm8LTnEhDc8xjAJCZPJdHGuRhs7SvjGhT9t4frZQme3LxCV8TlCKVPFe1L9w', 'width': 960}]",ChIJhWo5LFdYwokR6XZAl0dyR4c,CmRSAAAA6EL1_oVMacB8u_mUrLIyE6KiKiPeAP8LKf5VOef-9GFDX29BuuZNyLQ-uG9cqbJltAujJGQN4keQeAyft-7wtxrzSdX8Yzx_E39Dk3XNLD6nn1sBBioNKbC3l8imP2f6EhCZ9vmga2t4RAnmVWYLYvISGhQcUz6tp6kudC5rvTeXGbmCBrnibQ,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
45,Five Star Cheesesteak & Pizza,40.78929300000001,-73.940713,"2039 1st Avenue, New York",False,3.5,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,facc114ecec7b6f8443055fcaa514557f1752f4f,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110291058979896047941/photos"">Mario Barton</a>'], 'photo_reference': 'CmRaAAAAusUK3DPBXR18n591Q07pGIG_oFe2CJQD6ZvPeWYcYCCnzo8MMHMp856yF9eY7hwgG6LMw8tmsdf9NJdxqmmeDj9q0KjfoHu038o-9WMV6pGCE2kfUjISxwLdy0-MN3yFEhAv8KdYfQDZjyRT3HX-G3yhGhSI6qivE4it9U0f9EJ6obHuuTts6w', 'width': 5312}]",ChIJLbkQ6AH2wokRbA7MAjT8p7I,CmRSAAAA5tetXGawt9gdQiNlePOX60vj2d2kNlsPlBIobT08QcNZz-7uBpStudC5QZc53uAHvprImcF-Xtp9R2oEyUznQlNYIPA38iQwOaNBGJPDiL5gtEwYLlSBihi7hMlTTFNFEhAl7rr50DobC_IOFXcww5l1GhSHd435DUtiddEQpb0vqw9IMgGzXw,GOOGLE,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",NYC
46,Belmora,40.7610107,-73.96872669999999,"139 East 57th Street, New York",False,3.6,1.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,cc9a511bc14c68a45f3eb1b0aa89e67502ba66fa,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104548092350921090836/photos"">Mark Dimont</a>'], 'photo_reference': 'CmRaAAAAITGuLCR4XzclghFTV7gR8T32MM136LgGgSYh7BrMXlOpHDvuJRVYevYCGqwEC0YdZRqqA_Xb0GfTLb84HREx5DI9Y5FABB3A2Joy32tSQ-9y7x3tyi-w8LpKCXCisbBxEhAfuYNjyCv8QguTI3cvdcHeGhQJQh52Leg4XVHtIcZCAfA5uvrz6A', 'width': 3264}]",ChIJB_U5G-VYwokRO2uwMzMYp30,CmRRAAAA8Y9ZfpyQ4bldKIITqS91t-DENlH8W8x9XzvXMrlscXjtdtKQCKGuU79MwiqilozEwwJcJaMsZCQAN8TaYZKfOSY_7nlVLvNqRo0nUjC-9skwem4rVw9zGOmD5wj8C-nxEhC935iELrIU__19t0m2eFtfGhS6B33HDKrgpMQzT2ztuDyeDjIPCQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
47,Patzeria Family & Friends,40.761457,-73.987591,"311 West 48th Street, New York",True,4.5,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6b7e6379ba27f7df2d3160536aa0f02187f1dd2f,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116462922730174682830/photos"">Patzeria Family &amp; Friends</a>'], 'photo_reference': 'CmRaAAAAs40-wujT8gIiomlz52z-_gE-kP1EkFzBNITeTuqXY1B0PZwgfTGOxKSPgLNrE-uZTR4MVqO2Z1PihboQsFAo7ImJ7OW98gJpxIZ_g7CL-eXP58qqxi5M1srdGn25r_NHEhA2eno5lN_-NSTuCMmnjwqfGhSYUDbysqLy6gQXLIHMqMNFd8UNhQ', 'width': 2048}]",ChIJqfLkvFZYwokRnMKUT5PcfFQ,CmRRAAAAsoCt6ssVwZiEQog0jVCI6IJZ4Hrpiry7xv_YFO70niDT9Q-Nwsp3si2AGsrgaC9bOFrA26QcV7UDq_AV9HguVmsM1eihWnkM4T0XTysSW9qXst_LnI8FceddhavNNUeGEhCUI5eW1Xxz6u2GjK-vhJVzGhTypu5kUMyL-ApPDxi-umIZpno6eQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
48,Claudio Pizzeria,40.760378,-73.994657,"598 10th Avenue, New York",True,4.2,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,13b1412c4bd47cd8984e3196c52879656e7969ba,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115111330457776330906/photos"">Christina Costanza</a>'], 'photo_reference': 'CmRaAAAAro3qYIESeknBi9NVZy_sFhr83eBNrC1TlJKmfE63Emhay5ZetNHwk-ArnQqqIqR-DBffNH2tXZbJTw_whgOVU6IkEci2YdclM62lW4Z6kTRgpyyQ95I0AQsflYJuaRiHEhBUOgkRUkN1z1BEqDFls3blGhRqiafPahFo5g4HLNAnNHEAXs5Rjw', 'width': 3264}]",ChIJsYDjdFJYwokR7VxAKyzV3MA,CmRSAAAA9pAg3ng0kGHJTclGSMfAUnaUVOa7icy94qsbMTfhjPJmR0Exsea1QxJF6Q8DBF3THL5Tq2MYQats2KFBs9Y7fRgi1oNtmFwk_IosbqWRZdaJ3m-3VsQZOnRBra_uXyI4EhAGXo9Hp-z9CNQHP9ZgG4HgGhSeW6-rWbpWYOYgWXcnkg_-qlgmSA,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
49,Pazza Notte,40.76347269999999,-73.9781062,"1375 6th Avenue, New York",True,4.2,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png,2ccd178695a6f21ad50ad6b4ce5238f5fcaa9399,"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106550709286416293690/photos"">Andi Lee</a>'], 'photo_reference': 'CmRaAAAA9ZAc7Lqf39HmcPf9pg4t13qn-wMAr5HNghsZCE-apDVQpf7rCXEmGJyVB5WOyZ7Ox-o6tpa79vVhzKVPuAu9abN2XJzgR-jLfQmvRgW2Sq7XDVpzV4B--xY9KtOpN-LdEhBlzd-ItFvXRHXkFnYdQl7gGhRG2KQLLM-IrQ8PSfnz6_2PdYOdJQ', 'width': 4618}]",ChIJI7Mh7_lYwokRp1SvA9CukoE,CmRSAAAA1fY2AVVO0qB1LFIY1Tri3WGbMrZM_bPi-rJCYuE4avsKzYovGhXULYdFyjAxarBzBLBmBol06GKzVAe5Rt69L38Gbv9_Yq-LjTak_uRPg3ryXoP6WMu4-VhB9l0bMMl2EhAVV2qaGo_mUxi7fAZVYBt8GhRfbmQMkwGanjIswu4pfih-QM3zaA,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",NYC
50,Patsy's Pizzeria,40.778695,-73.9773349,"61 West 74th Street, New York",True,4.0,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,355067a4a89580291c564d7afc4690981da943bd,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104771156389302364225/photos"">Gerry Soman</a>'], 'photo_reference': 'CmRaAAAA_6akP7MApKyH_OisYjUzWmrOFgVPFb5Ci8inr6ncMtNz-Yr8FDofi2_ooYi25GKdMg4_1tNGSwSx60gxlFjYTWPSddNn2AIIojRVmGr2mDF6PlpW_Piqf7caXFrJ_JYJEhDijb6Y-izlFRIu9-m_pn3NGhT793IriB6imeAICULOkf4B7y30gA', 'width': 4032}]",ChIJq31W-YtYwokRu53h7vplsWE,CmRRAAAAjc7-eXR2Vw3nHvohHIQxl6xpGGZ6aOOOFXvoMrDQPXk8JsSIaSTCk11TEJXVHZQcz5--M0gB39SDO0nQSHVtsnV5uwlNsi9RH_9j6P2Dw6VVRQB_qZemWqzULTx-8IHHEhC1Zq2xBqKMj7tp7bOYUYo5GhTagtoksFvoNAg2kDbLfraC6H12MA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
51,PizzArte,40.7628615,-73.9774745,"69 West 55th Street, New York",True,4.3,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,02d997ca20e296deb5027b8fe500768dba00db5c,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107606236135219178898/photos"">edward Chou</a>'], 'photo_reference': 'CmRaAAAAZ2QrI1wKpGHRtZBiccFWTBt9xEV6zBNjaahjyzxmdrpdVxGWMeQSjrv27tguIHU7GIJV4rJ63rr85wSnpEGVcFqRUF-zRFlMb6IyU55p-9h5U3WCBdw1X6c9yUkIUevmEhAVeoZgYYueUhTVIZ14LVdCGhTfSiycWK4w76XNPEUD-tM89rUDuA', 'width': 3264}]",ChIJ-VLiKPpYwokR6WqPBMALoAI,CmRRAAAAGtIHgoKeTig12VkTKIgo_QzKOEJ730t4uSI6_BDqCwQU7_3edmaGlCcEbAFgWgQxhnM8xux86bPx3pJwpW17vAJAJNQTAnRaCZvHVEs2EmSOCg4vDpJAQX08SbgN9HvoEhBRaOn660JmmScgPfdVQUAUGhRCXs6BxdbH4rm8j37dqONTtv6NJw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
52,Arturo's Pizza,40.77526,-73.9473845,"1610 York Avenue, New York",False,4.1,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,85350b3387ffecffe5b7e94807e78783225fa8f7,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100838141304281765714/photos"">Alon Liberman</a>'], 'photo_reference': 'CmRaAAAAwF-AIg5E3P8nDU7rCDcQCYoI93tLChwx_ujWWP2MbYnYid_PSMWMwB7Twp_qyLz98DPvrY7X7xsVJfMJUv_GaNlS8g6IH_PJ1FiTN38vAA7InGwgsivfe8J3VnWWIOAXEhAxid3V6Rm7iJLXYD6lpdCKGhTRx5FYovLQIiC88dMeorr0_iYjUQ', 'width': 3024}]",ChIJTbZrCLpYwokRbCbC2OgyLz0,CmRRAAAASoSPdmjZwrQWFRGRFjiSgwypxjB1z9bxdDnTTE9TyZ0ePhnk_ZtZvcRj3e6mBwB_-aQozQDRIRFblbmGXMgy5Ue9bpLDZGWVfzPXdWO1oQXn9OfinRoOpjdlMJE9xzyWEhCS0XPkzfrwxUNgspUQeNOgGhTnFk6Va-4lfySpz5iYKWrNo9evqg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
53,M.J. Pizza,40.7867022,-73.941971,"1976 1st Avenue, New York",False,4.2,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,030a1bcfd6769f244094498797719d86b07dfe7a,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105125589006528642450/photos"">KODA Mcneal</a>'], 'photo_reference': 'CmRaAAAAd8UiPJN2KHr0w7hxyO76J0ZbOtAdZpnaSNBIPrHGl6C5sMVZzlItBTqtlX3ZsAAXj3qtQiG_oZy_ml2lF7Bw4RwxPtdopz7xqTk5Iq7uoj1kWckudjCMkeo40tkP9sjUEhBamXVtcR8tbB6JHpRnrbtSGhR6_-up_HC7yg25tOvqTwRuD69YYQ', 'width': 2592}]",ChIJr5EPh6lYwokR9OiO_0G0dOk,CmRSAAAALSR9fxPOpZc041aFMCWNYC8TBNzgVnKYdNyoTg1Hem_EwjyEfVoRnfmSumDkJBxLt6ONPH1pLG8cZEFpGYTam1Qd1ZDWGFvCqiB529Rl2883877yNs_M0_BJHk-ZaMOWEhAlhqz55f9fhuSXkisJ0kNTGhSJrzDpig4P5bMhJHeKpqPdIufufA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
54,Pizza by Certé,40.7603114,-73.9700904,"132 East 56th Street, New York",False,4.0,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,e33c67fe60751adec1c720facf3169d46d7be3a5,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101290160790674264624/photos"">Pizza by Certé</a>'], 'photo_reference': 'CmRaAAAAt5d7f6HTZbM7OqzlCMeQVZSlF2GXDdu7j4qskFbSZIIOx5IesdYBM9cPpJCbBsw6WWf_8Rdo2WrVCoYYLO-Hkr_tE2MhOWsDcBZUVmqUYryaSXSDOeTabAiCLxiToi8REhBGwGM_8wfNobiIyDKZW8uOGhSM7i2gwHEBsfHZ_jYYDUKX3GAX6g', 'width': 2048}]",ChIJM--f3uRYwokR6KcCDi-0zrI,CmRSAAAAjadpeI3tItyt6fQZNp2jSsBbRPOJJOcF_HF_IZ4wpqLUllZ7I6h2FUCQFERs2wIDPeJC_WHerxrgsoNVimIUtAi9_QbKAFvnQ3BH2g4eA-IdAohR8Upsw0GE6RiaNfkaEhBycYc1D6GaKbT5HjEJJBLKGhQoBJvI-pFD4P6MahNwPNFdBfhyKg,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",NYC
55,Joe G.,40.765643,-73.983001,"244 West 56th Street, New York",False,4.5,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,c1e4c1245741612b092d0d36515199a03cbc8ac9,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101284544787456735071/photos"">Jose Estupinan</a>'], 'photo_reference': 'CmRaAAAApfAiKv5AvBVGc1TtdAAxsSXdqNvG7dr1NB-qmZND4P5PHVVpf2O5jBMvbSW2lkKN7TVwdzLX2e6XmUBDNhocKN7yyRNMVPU6acCt-GNPO_AE8QRb40uihIy9cbn1Op_yEhCFcb6cinEBEXTXKUD1jl87GhRYpxrJy2RzsKAQK1JfWc8C7ZciHw', 'width': 3024}]",ChIJV46E4vdYwokRqdDYcJoJUFc,CmRRAAAAD7XJ8H7CA2tm01inFsc-rNqo8bsF6ogjFT5gqWP7hYXDT9v_wj4WKa_rvPpesvxHvdArVpWB8Jt4K-4ZD6FM9b2BqAFzxBDFeqz88tXYtD0o0sWGRs-4oFJq5aeI2cCVEhA_6XRqwhF5N-BlgBpd0ix6GhRRwCnBmJi7lx5q8zkkREmq5DPZtQ,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
56,Nick's Pizza,40.7827213,-73.9477684,"1814 2nd Avenue, New York",False,4.3,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,2bf4c9c9501f3e00e5305d1db497717752ba77c0,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104111246635874032234/photos"">ZAGAT</a>'], 'photo_reference': 'CmRaAAAAIMb4jRX78l9gRHOioN_xPObXbbLL6_jpab2nJbASH5HJdwCE7RdzCxdvQ2SN8vMwvXQuwfuoE8vBbj4UnkclvILx-ORmy_9Otobfxrb7y9sHrwL-l1cqJyd88mAANdjOEhAh__DuiV0SubH53rKw46NrGhQxIFWZeQDYmXy8LirSzCjKFohdPQ', 'width': 2048}]",ChIJPwPWh6VYwokRb4sccEaBC2w,CmRRAAAAyxhuwfce_3GG5U0O2lmpe4KquCMWj1Dpj3UPLYqBanUspRQp0hIr1HiMKF_pNbsILCx02fjGdwHwBHOTLobnHQLkzFr_cw-E-HkJJ9oANdsDMludmqlOrP_ka1I705F0EhCiD8LPBE8dKAggMq_ceGjZGhR6aUpfs_K6c5ftnMWLJW2Hnms29Q,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
57,La Nostra Pizzeria,40.793245,-73.94023299999999,"2146 2nd Avenue, New York",False,4.2,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,e8e307081130660e6a180a94a37738adc22e70b8,"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113356067417909727563/photos"">La Nostra Pizzeria</a>'], 'photo_reference': 'CmRaAAAACtRvS5xGul_zQ_tbCSk1PD1e4jiUHlqkhPkYOk_6md2e5-CJCp_B4BJxQkV4E6ayE0U3E-nRE5cqla6GwdJ6pvhzp-OSe-RHc79rZ-putwaBlq0mTVA34oGPCy_J_XWQEhAwC7dqBzQfbzrON4OgcNgUGhTCZjW3MtpbQRiIYbYWY8JCnO2jKw', 'width': 750}]",ChIJd1UoNAH2wokRkQ7Bl9Q5lgE,CmRRAAAAr4uPXlbAL0Nv2w_mp0U0-4DJuK4LkaTPpwC-ZRECx2u19TqfbzHNd4xITuc5ADQzvxSfuc-2h0vSqiCnFeoCClNO-iJ5mPiquKhCJx2HjugJE-kil2aYr0pfgODP3QTKEhCZbqozo7ydJaDIC-oARNyuGhSKpwHS2GmtQvfj4LuMGGvZqOqRvw,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
58,Francesco's Pizza,40.775197,-73.98069100000001,"186 Columbus Avenue, New York",True,4.0,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png,523d4e2923ba2e83cde283b67d9723f921c44383,"[{'height': 746, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104262870700734287503/photos"">Francesco&#39;s Pizza</a>'], 'photo_reference': 'CmRaAAAAiXV0--OKe1I04zHsNSkSaqW5F7SY-8dT1Lzrzzex2td2_NUyYZl9WfVc7owBIbIb_bdgYt6ozj98axvManti3m22u7T9Ri9l3KNKy0NzYUkC5TV1Jk3_mDzphAju2mNmEhAEmDVBeCHMz-wsN857PqrJGhRkBKQIj3zLsWvV5rieilv-byOiOg', 'width': 1000}]",ChIJAxR92opYwokR58ToOJcEkyk,CmRRAAAAdGhTH0zc4ynJr813AmX_0pe44MDNX-BvJAODbvKd-8qYZpUPM1ivuXMFZVsfIWcXHv0L9Fzj89aMMCeEUCKwQI2pVWdPLcWehQDa9p0MPwX1URmJoM5-srCeFMiiFVmbEhC8JuiVE_poAg6syUO7KWC0GhS8i5FJOHEHZ7BoWWgDM9bE7Lka3A,GOOGLE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
59,San Matteo Pizza Espresso Bar,40.78042889999999,-73.9501124,"1739 2nd Avenue, New York",True,4.5,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,b3ff72bbc26cda9d0685ba0240f4d03997ad26e0,"[{'height': 1368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104111246635874032234/photos"">ZAGAT</a>'], 'photo_reference': 'CmRaAAAAk6v2ogiszEpC4sYvDMZUoCRYIg1ADv5CRHmRhI4f5ZoZO-sn2TN3x_b7RNEC7YUIKSUsqJrABW3dUO_piyEcANP7vxPXhoUcRxO_KxaFSBIT2u--MQY260ugvgDa0IpbEhD53e7DIH9u2DJKLC94iybGGhRC5S1d7ULD2igH8ZOa_WImMzdYMA', 'width': 2048}]",ChIJH_BcLqVYwokRQcOB4SsoZxY,CmRRAAAAFMmfe89LXq6hvtTmliAtviI8eGXQQf0s9_nPCoJ6JZTBt2csqjCV7qghpK7l_0GWsFPyVuDUVByIKU3ExeHSBkg7h9RBth6NIDvX5gET32GX9AAMtaoBq8vOHbLhDZXoEhCb66tTMtKMCEuq7lR0-6icGhQ0HGxTyzCcsFq2162xlc9KDRTGiQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
60,Famous Famiglia Pizza,40.78788129999999,-73.95388129999999,"1398 Madison Avenue, New York",True,4.2,1.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,c62ecd4b4c283f30d2adb19ad6f2438061bacd08,"[{'height': 1060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112565147769711082857/photos"">Famous Famiglia Pizza</a>'], 'photo_reference': 'CmRaAAAA8ZjCPo_php2r4EkRQTKRERg0iwGKJyV7nVqPxA7XRlAU8yUqn08DjFpHpQv6UgqFGQtLD6AteOsyHOSkGx0ZY0ANgJeNwCokPiPVUGL9On091L7Eox0z_rsMXFXHh0DxEhAtkwDOE-nDqwZvMKAwptD_GhRWCsgzoZ7fGghQ5pikVDeJiAHQwg', 'width': 1600}]",ChIJGzolKqFYwokRZVcI1T-3T-M,CmRSAAAAMIuLPBfSHtZ9aWGnv0pUPAxWEC094QKXSPBowqmnCo5J5tok73D6X27ARCa5wJgFfMMi6ySD9wB30mUIKdmDNHJ65nxoYH70FyZXZQjHyhLvjaqOnTSdnhvA2rSijdLAEhBs6XtYr8pnyEpnxEEQhzOuGhQSAe1p929JH9PkGtYSYVhPjWNcZA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
61,Sacco Pizza,40.766272,-73.98724899999999,"819 9th Avenue, New York",True,4.5,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,27bc791a5824d7efbf621d36cd58f29629cb191b,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100509366556150204033/photos"">Magdalena 0</a>'], 'photo_reference': 'CmRaAAAAjvCecY6W17tXllOZOtdi8es_-P901aqPR5Z4Km5Qdb7R7N4HmxdoHJo2y_fDDzwG7kfZDba8U0J6vMglOYl2IOcJPRbXch_9bBLDHewmVdgP4UL9G2ent8y4PuBscSsoEhAES0xFWwRoF2O2GevPOCdLGhSqs4vwUhQT-TLlQY56E2RnkuFh1w', 'width': 3264}]",ChIJCc0Xw1lYwokRfo0_lGxx0RI,CmRRAAAAk-_KMqDMR_nWqp-l9jij4MSND6JIoy-VcyS6F_0MKOp9NOqjcbuh1BwJzau8baoTMJGcV9MIE_RMC9ilwc8iWeUOn1gu9WBVGkb_xSelTBgS5xLMk0wjBj717mm5vEQtEhC8pswfFDW5IUguNT_L-eAeGhQSO6_dai8z_iOIB4D_s4UnUdLZRQ,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
62,Bellini,40.7845765,-73.97319259999999,"483 Columbus Avenue, New York",True,4.3,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,9816e20decd21d37ecfb6acd25a4997a89a3b6db,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102317018828880489624/photos"">Bellini</a>'], 'photo_reference': 'CmRaAAAAsKJGPJ2OwKb7752oo3BMV76FN33LVldGoDtsQaZgK1FlVnYu8FNEADxuwqZWu1FKJEFFN1gE2Dfh1i9J1co70XVqmwkZBSEMHMJ-r5RYTzgRqPqZCoJR87fBI3xsCXxnEhDOyV7vEk1GUAwi6Gp7Yv5tGhQHwbeR_0XCN-qwDqfGFTfF6IBFRQ', 'width': 2048}]",ChIJq7ZME4VYwokRtSnXR1qnafg,CmRSAAAABwZRJIEZv4hp1XOLBKm_yPzPm7yqvy1RPbedSbs6ruHTk9evTydLoiwJWDQJ1Mz9lpQhYXhvIpfdxWlp0N9PkXqXNxos2Wj2j0eOjrVwYiH15SDkoCfAWttrE-dKHf8-EhAojcLKqaHVPreFUn7s7m-LGhSLHggLhDUZNvY_dTPKAk-5T9wK_w,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
63,Patsy's Pizzeria,40.7618243,-73.9657077,"206 East 60th Street A, New York",False,3.8,2.0,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6c318b8c005baded78333f4898d4f361049952c3,"[{'height': 1360, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104111246635874032234/photos"">ZAGAT</a>'], 'photo_reference': 'CmRaAAAA1V1PiIZFvEsb8nIE53gC3nfZn0URxZrrNO3Rna6_2kyp7j-y6DxXHuY5ypisqn-I1h7MgIccc2x-m1cCuS_X3knAKomarVE97m1SbzNrUQETNjA_D4PmoQUsvzeeWyNdEhAYb0gCYcEUaInu8aAZQ-MnGhTv34uXrKKYwOpJaP7sIZ7axUCMjg', 'width': 2048}]",ChIJeY6B5OVYwokRr41_ia9Gz78,CmRSAAAALem3ZZdIiKtnDDdbwpxUnuX100ITU08wgRUASrwqurhBE1lXya-77JH5btRV64seZrz3l3-NoMP3vefOAzjt-RJwV6GtIFK-NeCMEzZWC46ovRdV-D86PzarLVlQsnYIEhDUm2rdsKB64g5zMpcWuanaGhSz_OuuUicIT5x8dL825ZNZw1VSjg,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",NYC
64,Saba's Pizza,40.783256,-73.9779496,"403 Amsterdam Avenue, New York",True,3.9,,https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,39479a55e01dc42f74ef1066820d231ec09e0f7d,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110209971150563706260/photos"">zvi wilor tzidon</a>'], 'photo_reference': 'CmRaAAAAdeAPvDEY12Bz56d3akBnM-kOw2AVn5Phyqqf2S-llSA3YditH6GMKOjgF0dXzw2_nAMdznwqSVDNSx1BhD7nDffXqxsoXv5EpL__uZQ3lnd-79_uGyuDNFO1X5x8mVMdEhAIcGhqxDoHO4GLD6fWmk2lGhQ2H_YW4lhfbF_esQe5YHC5SdrJzw', 'width': 5312}]",ChIJga9juohYwokRPT-8DDa1HFQ,CmRRAAAA4aNUidG4Hg8WHuhSaKlvaSI0AmJacG6pGDDIaf4q8FHSGevBXToaqhEfoFEJ6rUj38qb3fGnJx51VZpNzKP_dZ25RgE4LPLeD2cXlRFLwPAW_VkR443jj-EFz2UPafjNEhB3B7xm99MH8qpCCDOkIuSlGhTqUoz0ITZwXSXDdfrVcSNTxm0kOg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",NYC
